use_no, field_name, old_value, new_value, error_id
3290410, ACRE_PLANTED, 10, 10.2, 92898
3290411, ACRE_PLANTED, 10, 10.2, 92899
3290412, ACRE_PLANTED, 10, 10.2, 92900
3290413, ACRE_PLANTED, 10, 10.2, 92901
3290414, ACRE_PLANTED, 10, 10.2, 92902
3290419, ACRE_PLANTED, 23.5, 23.6, 92904
3290420, ACRE_PLANTED, 23.5, 23.6, 92905
3290482, ACRE_PLANTED, 11.25, 14.5, 92966
3290483, ACRE_PLANTED, 11.25, 14.5, 92967
3290484, ACRE_PLANTED, 7.25, 46.43, 92968
3289929, ACRE_PLANTED, 13.4, 13.9, 92513
3289930, ACRE_PLANTED, 13.4, 13.9, 92514
3289931, ACRE_PLANTED, 13.4, 13.9, 92515
3289932, ACRE_PLANTED, 13.4, 13.9, 92516
3289933, LBS_PRD_USED, 1.1929, 1.1929, 92517
3289933, AMT_PRD_USED, 4.18, 1.0443, 92517
3289936, ACRE_PLANTED, 7.5, 8.64, 92520
3289937, ACRE_PLANTED, 7.5, 8.64, 92521
3289938, ACRE_PLANTED, 7.5, 8.64, 92522
3289939, ACRE_PLANTED, 7.5, 8.64, 92523
3289940, ACRE_PLANTED, 7.5, 8.64, 92524
3289941, ACRE_PLANTED, 7.5, 8.64, 92525
3289942, ACRE_PLANTED, 7.5, 8.64, 92526
3289943, ACRE_PLANTED, 7.5, 8.64, 92527
3289944, ACRE_PLANTED, 7.5, 8.64, 92528
3289951, LBS_PRD_USED, .5294, .5294, 92535
3289951, AMT_PRD_USED, 255, 7.5674, 92535
3289953, ACRE_PLANTED, 12, 12.4, 92536
3289954, ACRE_PLANTED, 12, 12.4, 92537
3289956, ACRE_TREATED, .55, 2.2, 92539
3289957, ACRE_TREATED, .52, 2.08, 92540
3289967, ACRE_PLANTED, 11.8, 14.5, 92550
3289965, ACRE_PLANTED, 13.7, 14, 92548
3289966, ACRE_PLANTED, 11.8, 14.5, 92549
3290509, ACRE_PLANTED, 9.5, 10.57, 92995
3290510, LBS_PRD_USED, .2012, .2012, 92996
3290510, AMT_PRD_USED, 65.89, 2.8756, 92996
3290520, ACRE_PLANTED, 17, 17.26, 92999
3290521, SITE_CODE, 066002, -1, 93000
3290522, SITE_CODE, 066002, -1, 93001
3290523, SITE_CODE, 066002, -1, 93002
3290537, ACRE_PLANTED, 3, 3.5, 93016
3921810, ACRE_TREATED, .13, 1.15, 122722
3921818, LBS_PRD_USED, .0047, .0047, 122723
3921818, AMT_PRD_USED, 15, .0623, 122723
3950199, ACRE_TREATED, .25, 1346.43, 127919
3950200, LBS_PRD_USED, .0001, .0001, 127920
3950200, AMT_PRD_USED, .21, .0001, 127920
3950201, ACRE_TREATED, .25, 2613.6, 127921
3950202, ACRE_TREATED, .75, 22553.97, 127922
3950203, ACRE_TREATED, .75, 21096.78, 127923
3921872, ACRE_TREATED, .64, 2.59, 122727
3921855, LBS_PRD_USED, 1.7304, 1.7304, 122724
3921855, AMT_PRD_USED, 24000, 27.687, 122724
3921861, ACRE_TREATED, .03, 10.12, 122725
3921869, ACRE_TREATED, .64, 2.59, 122726
3290342, ACRE_PLANTED, 13.25, 13.3, 92839
3290343, ACRE_PLANTED, 13.25, 13.3, 92840
3290344, ACRE_PLANTED, 13.25, 13.3, 92841
3290345, ACRE_PLANTED, 13.25, 13.3, 92842
3290346, ACRE_PLANTED, 13.25, 13.3, 92843
3290372, ACRE_PLANTED, 7.25, 44.64, 92863
3290373, ACRE_PLANTED, 7.25, 44.64, 92864
3290374, ACRE_PLANTED, 7.25, 44.64, 92865
3290375, ACRE_PLANTED, 7.25, 44.64, 92866
4027545, ACRE_PLANTED, 38, 38.44, 156036
4027546, ACRE_PLANTED, 113.31, 114.47, 156037
4027565, ACRE_PLANTED, 38, 38.44, 156045
4027567, ACRE_PLANTED, 38, 38.44, 156047
4028342, ACRE_PLANTED, 13.6, 14.72, 156584
4028343, ACRE_PLANTED, 13.6, 14.72, 156585
4028059, ACRE_PLANTED, 15, 17, 156388
3290376, ACRE_PLANTED, 7.25, 44.64, 92867
3290377, ACRE_PLANTED, 18, 18.96, 92868
3290380, SITE_CODE, 066002, -1, 92871
3290381, SITE_CODE, 066002, -1, 92872
3290382, SITE_CODE, 066002, -1, 92873
3290383, SITE_CODE, 066002, -1, 92874
3290391, SITE_CODE, 066002, -1, 92879
3290392, SITE_CODE, 066002, -1, 92880
3290394, ACRE_PLANTED, 4, 4.09, 92882
3290395, ACRE_PLANTED, 4, 4.09, 92883
3290396, ACRE_PLANTED, 7.25, 37.6, 92884
3290397, ACRE_PLANTED, 7.25, 37.6, 92885
4027752, ACRE_PLANTED, 163, 174, 156155
3290450, LBS_PRD_USED, 1.1733, 1.1733, 92937
3290450, AMT_PRD_USED, 8.22, 1.0272, 92937
3290451, LBS_PRD_USED, 1.0755, 1.0755, 92938
3290451, AMT_PRD_USED, 3.77, .9416, 92938
4027756, ACRE_PLANTED, 39, 40, 156159
4027760, ACRE_PLANTED, 99999, 646.05, 156162
4027769, ACRE_PLANTED, 23, 40, 156167
4027775, ACRE_PLANTED, 9, 10, 156172
4027778, ACRE_PLANTED, 48.5, 49.28, 156175
4028441, ACRE_PLANTED, 15, 25, 156654
4028444, ACRE_PLANTED, 3.65, 4.2, 156657
4028454, ACRE_PLANTED, 9, 10, 156667
4028455, ACRE_PLANTED, 9, 10, 156668
4028251, ACRE_PLANTED, 163, 174, 156520
4027480, ACRE_PLANTED, 49, 51.41, 155988
4027491, ACRE_PLANTED, 15, 17.87, 155997
4027507, ACRE_PLANTED, 44, 45, 156009
4027511, ACRE_PLANTED, 25, 40, 156013
4028279, ACRE_PLANTED, 7, 17, 156536
3290463, ACRE_PLANTED, 11.8, 14.5, 92950
3290464, ACRE_PLANTED, 11.8, 14.5, 92951
3290467, ACRE_PLANTED, 7.25, 37.6, 92954
3290477, ACRE_PLANTED, 12.6, 15.4, 92961
3290478, ACRE_PLANTED, 12.6, 15.4, 92962
3290479, ACRE_PLANTED, 12.6, 15.4, 92963
3290480, ACRE_PLANTED, 12.6, 15.4, 92964
3290481, ACRE_PLANTED, 12.6, 15.4, 92965
4027050, ACRE_PLANTED, 46, 47, 155717
4027077, ACRE_PLANTED, 700, 619.45, 155733
4026377, ACRE_PLANTED, 48, 49.4, 155251
4027938, ACRE_PLANTED, 6, 6.24, 156300
4027939, ACRE_PLANTED, 6, 6.24, 156301
4027958, ACRE_PLANTED, 136, 137, 156320
4028581, ACRE_PLANTED, 136, 137, 156757
3950267, LBS_PRD_USED, .0134, .0134, 127952
3950267, AMT_PRD_USED, .07, .0014, 127952
3950272, ACRE_TREATED, .35, 84964.52, 127957
3289968, ACRE_PLANTED, 11.8, 14.5, 92551
3289972, LBS_PRD_USED, 71.9477, 71.9477, 92553
3289972, AMT_PRD_USED, 1472, 57.5716, 92553
3289974, ACRE_PLANTED, 12, 12.4, 92554
3289975, ACRE_PLANTED, 12, 12.4, 92555
3289976, ACRE_PLANTED, 12, 12.4, 92556
3289977, ACRE_PLANTED, 12, 12.4, 92557
3289979, ACRE_PLANTED, 13.25, 13.3, 92559
3290485, ACRE_PLANTED, 7.25, 46.43, 92969
3290486, ACRE_PLANTED, 7.25, 46.43, 92970
3290487, ACRE_PLANTED, 7.25, 46.43, 92971
3290488, ACRE_PLANTED, 7.25, 46.43, 92972
3290489, ACRE_PLANTED, 25, 44.3, 92973
3290490, ACRE_PLANTED, 25, 44.3, 92974
3290491, ACRE_PLANTED, 25, 44.3, 92975
3290492, ACRE_PLANTED, 25, 44.3, 92976
3290493, ACRE_PLANTED, 25, 41, 92977
3290494, ACRE_PLANTED, 25, 41, 92978
3290495, ACRE_PLANTED, 25, 41, 92979
3290496, ACRE_PLANTED, 25, 41, 92980
3290497, ACRE_PLANTED, 25, 44.3, 92981
3290498, ACRE_PLANTED, 25, 44.3, 92982
3290499, ACRE_PLANTED, 25, 44.3, 92983
3950295, LBS_PRD_USED, 22.2707, 22.2707, 127968
3950295, AMT_PRD_USED, 352, 2.75, 127968
3950297, LBS_PRD_USED, 15.1846, 15.1846, 127969
3950297, AMT_PRD_USED, 240, 1.875, 127969
3950299, LBS_PRD_USED, 2.0246, 2.0246, 127970
3950299, AMT_PRD_USED, 32, .25, 127970
4028598, ACRE_PLANTED, 17, 18, 156766
4026417, ACRE_PLANTED, 20, 21.4, 155278
4026418, ACRE_PLANTED, 20, 21.4, 155279
4026425, ACRE_PLANTED, 10, 60, 155283
4026498, ACRE_PLANTED, 35, 37, 155341
4026462, ACRE_PLANTED, 44, 45, 155315
4026658, ACRE_PLANTED, 6, 7.18, 155451
4026662, ACRE_PLANTED, 11, 15.21, 155455
4026447, ACRE_PLANTED, 34.74, 37.74, 155301
4028005, ACRE_PLANTED, 9, 25, 156356
4028006, ACRE_PLANTED, 22, 41.2, 156357
4028007, ACRE_PLANTED, 29.73, 30.2, 156358
4028613, ACRE_PLANTED, 10, 11, 156776
4028656, ACRE_PLANTED, 874, 666.58, 156811
3950293, LBS_PRD_USED, 23.283, 23.283, 127967
3950293, AMT_PRD_USED, 368, 2.875, 127967
4026550, ACRE_PLANTED, 29, 29.91, 155384
4026551, ACRE_PLANTED, 29, 29.91, 155385
4026555, ACRE_PLANTED, 23, 30, 155389
4026581, ACRE_PLANTED, 10, 11, 155404
4026706, ACRE_PLANTED, 958, 629.91, 155475
4027189, ACRE_PLANTED, 99999, 646.05, 155802
4027197, ACRE_PLANTED, 31.05, 31.12, 155811
4027217, ACRE_PLANTED, 32.46, 36.12, 155830
4027223, ACRE_PLANTED, 700, 619.45, 155836
4029218, ACRE_PLANTED, 30, 32, 157006
4029197, ACRE_PLANTED, 42, 52, 156985
4028476, ACRE_PLANTED, 35, 38.11, 156678
4026910, ACRE_PLANTED, 8, 8.47, 155620
4026929, ACRE_PLANTED, 78, 78.2, 155633
4026940, ACRE_PLANTED, 9, 10, 155644
4026943, ACRE_PLANTED, 6, 6.24, 155647
4027802, ACRE_PLANTED, 65, 66.62, 156189
4028311, ACRE_PLANTED, 38, 40, 156558
4028322, ACRE_PLANTED, 8000, 642.97, 156567
4026309, ACRE_PLANTED, 83.49, 84.05, 155205
4026313, ACRE_PLANTED, 9, 10, 155209
4026339, ACRE_PLANTED, 27.6, 32.69, 155223
4027824, ACRE_PLANTED, 35, 38.11, 156209
4026991, ACRE_PLANTED, 40, 40.05, 155680
4026995, ACRE_PLANTED, 49, 51.41, 155684
4027849, ACRE_PLANTED, 700, 619.45, 156234
4027850, ACRE_PLANTED, 700, 619.45, 156235
4027882, ACRE_PLANTED, 23, 40, 156255
4027896, ACRE_PLANTED, 10, 11, 156264
4027904, ACRE_PLANTED, 6, 10, 156272
4028501, ACRE_PLANTED, 47, 58.66, 156693
4028516, ACRE_PLANTED, 700, 619.45, 156705
4029259, ACRE_PLANTED, 30, 60, 157048
4029263, ACRE_PLANTED, 42, 52, 157052
4029255, ACRE_PLANTED, 42, 52, 157044
4029153, ACRE_PLANTED, 30, 63.2, 156941
4029159, ACRE_PLANTED, 17, 20, 156947
4029166, ACRE_PLANTED, 17, 20, 156954
4028542, ACRE_PLANTED, 21, 23, 156727
4028549, ACRE_PLANTED, 49.89, 65.08, 156730
4027046, ACRE_PLANTED, 83.49, 84.05, 155713
4027047, ACRE_PLANTED, 83.49, 84.05, 155714
4027095, ACRE_PLANTED, 9, 10, 155750
4027137, ACRE_PLANTED, 83.49, 84.05, 155769
4027982, ACRE_PLANTED, 15, 18.04, 156341
4029184, ACRE_PLANTED, 21, 23, 156972
4029190, ACRE_PLANTED, 38, 40, 156978
4028061, ACRE_PLANTED, 38, 38.44, 156390
4028062, ACRE_PLANTED, 57.54, 60.35, 156391
4028064, ACRE_PLANTED, 10, 11, 156393
4028065, ACRE_PLANTED, 10, 11, 156394
4028675, ACRE_PLANTED, 48, 49.4, 156824
4028689, ACRE_PLANTED, 958, 629.91, 156838
4028353, ACRE_PLANTED, 44, 45, 156595
4028084, ACRE_PLANTED, 118, 119.6, 156406
4026738, ACRE_PLANTED, 163, 174, 155498
4026789, ACRE_PLANTED, 118, 119.6, 155525
4028695, ACRE_PLANTED, 136, 146.2, 156844
4027288, ACRE_PLANTED, 2, 5.33, 155875
4027298, ACRE_PLANTED, 3.5, 6.5, 155881
4028849, AMT_PRD_USED, 651.25, 1.0868, 156931
4027619, ACRE_PLANTED, 118, 119.6, 156071
4027620, ACRE_PLANTED, 48, 49.4, 156072
4027636, ACRE_PLANTED, 3.5, 6.5, 156078
4027663, ACRE_PLANTED, 50, 80, 156095
4028391, ACRE_PLANTED, 27, 37.97, 156614
4028419, ACRE_PLANTED, 8, 9, 156632
4028420, ACRE_PLANTED, 8, 9, 156633
4028131, ACRE_PLANTED, 19, 20, 156439
4028728, ACRE_PLANTED, 38, 38.44, 156865
4029200, ACRE_PLANTED, 38, 40, 156988
4029201, ACRE_PLANTED, 38, 40, 156989
4029222, ACRE_PLANTED, 17, 20, 157010
4029229, ACRE_PLANTED, 30, 32, 157017
4029289, ACRE_PLANTED, 45, 48, 157080
4029318, ACRE_PLANTED, 10.8, 11, 157110
4029319, ACRE_PLANTED, 10.8, 11, 157111
4029320, ACRE_PLANTED, 10.8, 11, 157112
4028433, ACRE_PLANTED, 135, 140, 156646
4028434, ACRE_PLANTED, 135, 140, 156648
4028438, ACRE_PLANTED, 8, 8.47, 156651
4026799, ACRE_PLANTED, 35, 38.11, 155531
4026828, ACRE_PLANTED, 83.49, 84.05, 155553
4026830, ACRE_PLANTED, 20.3, 21.35, 155555
4026832, ACRE_PLANTED, 700, 619.45, 155557
4026841, ACRE_PLANTED, 50, 80, 155566
4026842, ACRE_PLANTED, 50, 80, 155567
4027683, ACRE_PLANTED, 33, 34.83, 156107
4027688, ACRE_PLANTED, 9, 10, 156112
4027357, ACRE_PLANTED, 11, 15.21, 155920
4027360, ACRE_PLANTED, 84, 87, 155923
4027366, ACRE_PLANTED, 223.7, 235, 155929
4027374, ACRE_PLANTED, 49.89, 65.08, 155938
4028158, ACRE_PLANTED, 10, 11, 156456
4028166, ACRE_PLANTED, 84, 87, 156464
4031391, ACRE_PLANTED, 122.25, 122.52, 157565
4031485, ACRE_PLANTED, 9, 9.47, 157663
4031491, ACRE_PLANTED, 33, 58.34, 157669
4031493, ACRE_PLANTED, 15, 22.39, 157671
4031502, ACRE_PLANTED, 13.1, 15.9, 157680
4031509, ACRE_PLANTED, 7.8, 8.09, 157687
4031514, ACRE_PLANTED, 5.2, 5.88, 157692
4031525, ACRE_PLANTED, 15, 22.39, 157703
4031482, ACRE_PLANTED, 28, 29.39, 157660
4031443, ACRE_PLANTED, 28, 29.39, 157619
4031461, ACRE_PLANTED, 11.21, 13.73, 157637
4031462, ACRE_PLANTED, 11.21, 13.73, 157638
4031471, ACRE_PLANTED, 19.65, 20.47, 157648
4031473, ACRE_PLANTED, 19.65, 20.47, 157651
4031474, ACRE_PLANTED, 6.7, 21.9, 157652
4031543, ACRE_PLANTED, 6.7, 8.21, 157723
4031557, ACRE_PLANTED, 9.08, 9.1, 157738
4031559, ACRE_PLANTED, 9.08, 9.1, 157740
4031399, ACRE_PLANTED, 6.7, 21.9, 157573
4031401, ACRE_PLANTED, 19.65, 20.47, 157575
4031417, ACRE_PLANTED, 6, 6.28, 157593
4031420, ACRE_PLANTED, 12, 18, 157596
4031432, ACRE_PLANTED, 3.5, 3.55, 157608
4028181, ACRE_PLANTED, 60, 60.85, 156475
4027726, ACRE_PLANTED, 19, 21, 156138
4027727, ACRE_PLANTED, 19, 21, 156139
4028201, ACRE_PLANTED, 47, 58.66, 156493
4028242, ACRE_PLANTED, 31, 32, 156511
4028243, ACRE_PLANTED, 31, 32, 156512
4029423, AMT_PRD_USED, 8, .0004, 157129
1149017, ACRE_TREATED, .01, 1.95, 34888
1149018, ACRE_TREATED, .01, 2, 34889
3930805, LBS_PRD_USED, .0574, .0574, 123274
3930805, AMT_PRD_USED, 6, .7266, 123274
3930820, LBS_PRD_USED, .0274, .0274, 123275
3930820, AMT_PRD_USED, 20, .3648, 123275
3930826, LBS_PRD_USED, .0684, .0684, 123277
3930826, AMT_PRD_USED, 104, 1.0947, 123277
20062, LBS_PRD_USED, 8.2794, 8.2794, 381
20062, AMT_PRD_USED, 110.56, .8635, 381
61830, LBS_PRD_USED, .5677, .5677, 9353
61830, AMT_PRD_USED, 4500, 234.4892, 9353
61839, LBS_PRD_USED, .5677, .5677, 9355
61839, AMT_PRD_USED, 4500, 234.4892, 9355
246628, LBS_PRD_USED, .2506, .2506, 13205
246628, AMT_PRD_USED, 720, .0329, 13205
3921986, LBS_PRD_USED, .0359, .0359, 122736
3921986, AMT_PRD_USED, 4, .4541, 122736
62205, LBS_PRD_USED, .0017, .0017, 9357
62205, AMT_PRD_USED, 5, .0236, 9357
3923024, ACRE_TREATED, .61, 95.38, 122826
3921873, ACRE_TREATED, .01, 1.69, 122728
3921892, LBS_PRD_USED, .0007, .0007, 122730
3921892, AMT_PRD_USED, 3, .0089, 122730
3921901, LBS_PRD_USED, .0215, .0215, 122731
3921901, AMT_PRD_USED, 2, .2725, 122731
3921927, LBS_PRD_USED, .0143, .0143, 122732
3921927, AMT_PRD_USED, 2, .1817, 122732
3921931, LBS_PRD_USED, .0127, .0127, 122733
3921931, AMT_PRD_USED, 15, .169, 122733
3923196, LBS_PRD_USED, 2.7399, 2.7399, 122841
3923196, AMT_PRD_USED, 16.3, 1.2896, 122841
804837, LBS_PRD_USED, .0757, .0757, 26507
804837, AMT_PRD_USED, 2700, 31.2649, 26507
3921935, LBS_PRD_USED, .014, .014, 122734
3921935, AMT_PRD_USED, 18, .1868, 122734
3923132, LBS_PRD_USED, .0251, .0251, 122831
3923132, AMT_PRD_USED, 16, .3218, 122831
3923134, LBS_PRD_USED, .0155, .0155, 122832
3923134, AMT_PRD_USED, 12, .2477, 122832
3923142, ACRE_TREATED, .01, .47, 122834
3923160, ACRE_TREATED, .01, 1.69, 122837
3923162, LBS_PRD_USED, .002, .002, 122839
3923162, AMT_PRD_USED, 9, .0267, 122839
3930745, LBS_PRD_USED, .0003, .0003, 123273
3930745, AMT_PRD_USED, 15, .0041, 123273
3922042, LBS_PRD_USED, .0007, .0007, 122737
3922042, AMT_PRD_USED, 6, .0089, 122737
3922045, LBS_PRD_USED, .002, .002, 122738
3922045, AMT_PRD_USED, 6, .0267, 122738
3922049, LBS_PRD_USED, .0007, .0007, 122739
3922049, AMT_PRD_USED, 8, .0089, 122739
3922052, LBS_PRD_USED, .0007, .0007, 122740
3922052, AMT_PRD_USED, 30, .0089, 122740
292114, LBS_PRD_USED, 1.0935, 1.0935, 14267
292114, AMT_PRD_USED, .38, .1082, 14267
292183, LBS_PRD_USED, 2.5229, 2.5229, 14268
292183, AMT_PRD_USED, 175, 34.6205, 14268
486680, LBS_PRD_USED, 1.3069, 1.3069, 18534
486680, AMT_PRD_USED, 21.12, 1.3478, 18534
353741, ACRE_TREATED, 763, 651.5, 15302
353741, ACRE_PLANTED, 763, 651.5, 15303
4032778, ACRE_PLANTED, 13, 14, 158090
4032780, ACRE_PLANTED, 2, 4, 158092
4032791, ACRE_PLANTED, 2, 4, 158103
4032794, ACRE_PLANTED, 2, 4, 158106
4032798, ACRE_PLANTED, 31, 77, 158110
4032697, ACRE_PLANTED, 2.5, 4, 158008
4032698, ACRE_PLANTED, 2.5, 4, 158009
4032702, ACRE_PLANTED, 2, 4, 158013
4032722, ACRE_PLANTED, 7.37, 11.6, 158033
4032727, ACRE_PLANTED, 2, 4, 158038
3922064, ACRE_TREATED, .06, .29, 122741
3922067, LBS_PRD_USED, .0087, .0087, 122742
3922067, AMT_PRD_USED, 18, .1157, 122742
3922081, LBS_PRD_USED, .0002, .0002, 122743
3922081, AMT_PRD_USED, 4, .003, 122743
3922082, LBS_PRD_USED, .0002, .0002, 122744
3922082, AMT_PRD_USED, 4, .0025, 122744
429091, LBS_PRD_USED, .1062, .1062, 17315
429091, AMT_PRD_USED, 8, 1.7745, 17315
4032739, ACRE_PLANTED, 1.85, 2.3, 158050
4032740, ACRE_PLANTED, 1.85, 2.3, 158051
4032755, ACRE_PLANTED, 42, 45, 158067
4032759, ACRE_PLANTED, 2, 4, 158071
4032761, ACRE_PLANTED, 16.77, 20, 158073
4031632, ACRE_PLANTED, 110, 115, 157749
4031249, ACRE_PLANTED, .5, .7, 157493
4031260, ACRE_PLANTED, 2, 2.5, 157504
4031266, ACRE_PLANTED, 2, 3, 157510
4031267, ACRE_PLANTED, 2, 3, 157511
4031270, ACRE_PLANTED, 27, 30, 157514
428157, LBS_PRD_USED, .6122, .6122, 17283
428157, AMT_PRD_USED, 20000, 9.1135, 17283
428172, LBS_PRD_USED, .0491, .0491, 17284
428172, AMT_PRD_USED, 83, .7144, 17284
4031372, ACRE_PLANTED, 44, 44.06, 157547
4031358, ACRE_PLANTED, 7.9, 8, 157533
4031363, ACRE_PLANTED, 122.25, 245.04, 157538
4031387, ACRE_PLANTED, 10, 10.15, 157561
4031389, ACRE_PLANTED, 122.25, 122.52, 157563
433467, LBS_PRD_USED, 1.6746, 1.6746, 17423
433467, AMT_PRD_USED, 20, 15.9998, 17423
1135025, ACRE_TREATED, .01, 2.17, 34000
321526, LBS_PRD_USED, .0502, .0502, 14738
321526, AMT_PRD_USED, 112860, 21.3101, 14738
321593, LBS_PRD_USED, .0017, .0017, 14741
321593, AMT_PRD_USED, 5, .0236, 14741
211144, SITE_CODE, 013001, -1, 12663
211145, SITE_CODE, 013001, -1, 12664
211146, SITE_CODE, 013001, -1, 12665
241869, ACRE_TREATED, .1, 3.13, 13101
3922283, ACRE_TREATED, .2, .86, 122761
3922374, LBS_PRD_USED, .004, .004, 122764
3922374, AMT_PRD_USED, 9, .0534, 122764
3922384, LBS_PRD_USED, .0167, .0167, 122765
3922384, AMT_PRD_USED, 18, .2224, 122765
3922388, ACRE_TREATED, .14, .58, 122766
297944, LBS_PRD_USED, .2296, .2296, 14450
297944, AMT_PRD_USED, 66, 3.6731, 14450
298166, LBS_PRD_USED, .0627, .0627, 14457
298166, AMT_PRD_USED, 50, 1.4692, 14457
298169, LBS_PRD_USED, .0627, .0627, 14459
298169, AMT_PRD_USED, 50, 1.4692, 14459
209377, SITE_CODE, 013001, -1, 12639
299236, LBS_PRD_USED, .0627, .0627, 14489
299236, AMT_PRD_USED, 50, 1.4692, 14489
299239, LBS_PRD_USED, .0627, .0627, 14491
299239, AMT_PRD_USED, 50, 1.4692, 14491
248023, ACRE_TREATED, .6, 17456.99, 13240
248024, ACRE_TREATED, .6, 26136, 13241
248025, ACRE_TREATED, .6, 25864.1, 13242
248026, ACRE_TREATED, .6, 12920.22, 13243
192250, LBS_PRD_USED, .338, .338, 12369
192250, AMT_PRD_USED, 600, 5.4078, 12369
3923242, LBS_PRD_USED, .012, .012, 122842
3923242, AMT_PRD_USED, 18, .1601, 122842
3923243, LBS_PRD_USED, .0047, .0047, 122843
3923243, AMT_PRD_USED, 9, .0623, 122843
3923272, ACRE_TREATED, .07, 13.49, 122845
3922142, ACRE_TREATED, .03, .49, 122748
3922150, ACRE_TREATED, .2, .86, 122749
194932, LBS_PRD_USED, 3.6505, 3.6505, 12422
194932, AMT_PRD_USED, 6374, .4382, 12422
3922158, ACRE_TREATED, .86, 3.45, 122751
3922160, ACRE_TREATED, .86, 3.45, 122752
3922161, LBS_PRD_USED, .0147, .0147, 122753
3922161, AMT_PRD_USED, 18, .1957, 122753
3922165, LBS_PRD_USED, .004, .004, 122754
3922165, AMT_PRD_USED, 15, .0534, 122754
3922170, ACRE_TREATED, .2, .86, 122755
3922179, ACRE_TREATED, .01, 1.69, 122756
3922207, ACRE_TREATED, .26, 2.02, 122757
209425, SITE_CODE, 013001, -1, 12641
301033, LBS_PRD_USED, .3398, .3398, 14552
301033, AMT_PRD_USED, 96, 5.4362, 14552
206581, LBS_PRD_USED, 12.2116, 12.2116, 12560
206581, AMT_PRD_USED, 80, 1.2515, 12560
206746, LBS_PRD_USED, .0516, .0516, 12577
206746, AMT_PRD_USED, 3, .6894, 12577
354865, LBS_PRD_USED, .0069, .0069, 15365
354865, AMT_PRD_USED, 5, .1101, 15365
190383, LBS_PRD_USED, .043, .043, 12302
190383, AMT_PRD_USED, 75, .6875, 12302
190419, LBS_PRD_USED, 1.1285, 1.1285, 12305
190419, AMT_PRD_USED, 8, .1188, 12305
190446, LBS_PRD_USED, 8.1879, 8.1879, 12306
190446, AMT_PRD_USED, 64, 1.0754, 12306
206871, LBS_PRD_USED, 4.0215, 4.0215, 12591
206871, AMT_PRD_USED, 150, .4023, 12591
207022, ACRE_TREATED, .01, 4.79, 12597
191670, LBS_PRD_USED, 2.7177, 2.7177, 12337
191670, AMT_PRD_USED, 5, .375, 12337
207223, ACRE_TREATED, .8, 3.36, 12601
370470, LBS_PRD_USED, .969, .969, 15567
370470, AMT_PRD_USED, 2.48, .108, 15567
3922607, LBS_PRD_USED, .0013, .0013, 122789
3922607, AMT_PRD_USED, 4.5, .0178, 122789
3922611, ACRE_TREATED, .01, 1.69, 122790
3922612, LBS_PRD_USED, .0483, .0483, 122791
3922612, AMT_PRD_USED, 56, .7727, 122791
3922614, LBS_PRD_USED, .0483, .0483, 122793
3922614, AMT_PRD_USED, 56, .7727, 122793
392593, LBS_PRD_USED, .0124, .0124, 16104
392593, AMT_PRD_USED, 9, .1982, 16104
3922561, LBS_PRD_USED, .0275, .0275, 122784
3922561, AMT_PRD_USED, 16, .4405, 122784
392453, LBS_PRD_USED, .0124, .0124, 16102
392453, AMT_PRD_USED, 9, .1982, 16102
392454, LBS_PRD_USED, .0124, .0124, 16103
392454, AMT_PRD_USED, 9, .1982, 16103
246004, LBS_PRD_USED, .0367, .0367, 13178
246004, AMT_PRD_USED, 21, .5877, 13178
246007, LBS_PRD_USED, .0661, .0661, 13179
246007, AMT_PRD_USED, 21, 1.0579, 13179
246013, LBS_PRD_USED, .0661, .0661, 13180
246013, AMT_PRD_USED, 21, 1.0579, 13180
246014, LBS_PRD_USED, .0527, .0527, 13181
246014, AMT_PRD_USED, 21, .8426, 13181
755625, ACRE_TREATED, 1451, 641.63, 25476
755625, ACRE_PLANTED, 1451, 641.63, 25477
755626, ACRE_TREATED, 1451, 641.63, 25479
755626, ACRE_PLANTED, 1451, 641.63, 25480
393406, LBS_PRD_USED, .0947, .0947, 16120
393406, AMT_PRD_USED, 135, .0118, 16120
239694, SITE_CODE, 099999, -1, 13070
239701, SITE_CODE, 099999, -1, 13073
246222, LBS_PRD_USED, .0067, .0067, 13193
246222, AMT_PRD_USED, 4, .1079, 13193
586335, LBS_PRD_USED, .1631, .1631, 20710
586335, AMT_PRD_USED, 28, 2.6088, 20710
246255, LBS_PRD_USED, .1109, .1109, 13196
246255, AMT_PRD_USED, 8, .0458, 13196
3946800, LBS_PRD_USED, .4891, .4891, 126538
3946800, AMT_PRD_USED, 24, .4891, 126538
463609, LBS_PRD_USED, .0512, .0512, 17903
463609, AMT_PRD_USED, 5.25, .0217, 17903
3922557, LBS_PRD_USED, .0065, .0065, 122780
3922557, AMT_PRD_USED, 125, 2.9566, 122780
3922558, LBS_PRD_USED, .0007, .0007, 122781
3922558, AMT_PRD_USED, 13, .2953, 122781
388340, LBS_PRD_USED, .051, .051, 15894
388340, AMT_PRD_USED, 1, .816, 15894
3922639, ACRE_TREATED, .35, 12.04, 122795
3922644, ACRE_TREATED, .12, 8.03, 122796
3922649, ACRE_TREATED, .12, 4.01, 122797
3922655, LBS_PRD_USED, .043, .043, 122798
3922655, AMT_PRD_USED, 4, .5449, 122798
755435, ACRE_TREATED, 1140, 641.63, 25462
755435, ACRE_PLANTED, 1451, 641.63, 25463
755436, ACRE_TREATED, 1140, 641.63, 25464
