use_no, field_name, old_value, new_value, error_id
3947741, LBS_PRD_USED, 1.7946, 1.7946, 126840
3947741, AMT_PRD_USED, 180000, 25.0003, 126840
3947742, LBS_PRD_USED, 1.7946, 1.7946, 126841
3947742, AMT_PRD_USED, 180000, 25.0003, 126841
3947743, LBS_PRD_USED, 1.7946, 1.7946, 126842
3947743, AMT_PRD_USED, 180000, 25.0003, 126842
3947744, LBS_PRD_USED, 1.7946, 1.7946, 126843
3947744, AMT_PRD_USED, 180000, 25.0003, 126843
3947745, LBS_PRD_USED, 1.7946, 1.7946, 126844
3947745, AMT_PRD_USED, 180000, 25.0003, 126844
3947746, LBS_PRD_USED, 4.594, 4.594, 126845
3947746, AMT_PRD_USED, 180000, 69.2074, 126845
3947747, LBS_PRD_USED, 4.594, 4.594, 126846
3947747, AMT_PRD_USED, 180000, 69.2074, 126846
3947750, LBS_PRD_USED, .2186, .2186, 126847
3947750, AMT_PRD_USED, 180000, 3.1566, 126847
3947754, AMT_PRD_USED, 180000, 21.0675, 126851
3947751, LBS_PRD_USED, .2186, .2186, 126848
3947751, AMT_PRD_USED, 180000, 3.1566, 126848
3947752, LBS_PRD_USED, 1.7946, 1.7946, 126849
3947752, AMT_PRD_USED, 180000, 25.0003, 126849
3947753, LBS_PRD_USED, 1.7946, 1.7946, 126850
3947753, AMT_PRD_USED, 180000, 25.0003, 126850
3947754, LBS_PRD_USED, 1.2531, 1.2531, 126851
3947755, LBS_PRD_USED, 1.2531, 1.2531, 126852
3947755, AMT_PRD_USED, 180000, 21.0675, 126852
3947756, LBS_PRD_USED, 1.7946, 1.7946, 126853
3947756, AMT_PRD_USED, 180000, 25.0003, 126853
3947757, LBS_PRD_USED, 1.7946, 1.7946, 126854
3947757, AMT_PRD_USED, 180000, 25.0003, 126854
3947758, LBS_PRD_USED, 1.7946, 1.7946, 126855
3947758, AMT_PRD_USED, 180000, 25.0003, 126855
3947759, LBS_PRD_USED, 1.2531, 1.2531, 126856
3947759, AMT_PRD_USED, 180000, 21.0675, 126856
3947760, LBS_PRD_USED, 1.7946, 1.7946, 126857
3947760, AMT_PRD_USED, 180000, 25.0003, 126857
3947761, LBS_PRD_USED, 1.7946, 1.7946, 126858
3947761, AMT_PRD_USED, 180000, 25.0003, 126858
3947762, LBS_PRD_USED, 1.7946, 1.7946, 126859
3947762, AMT_PRD_USED, 180000, 25.0003, 126859
3947763, LBS_PRD_USED, 1.7946, 1.7946, 126860
3947763, AMT_PRD_USED, 180000, 25.0003, 126860
3947764, LBS_PRD_USED, 4.594, 4.594, 126861
3947764, AMT_PRD_USED, 180000, 69.2074, 126861
3947767, LBS_PRD_USED, .2186, .2186, 126862
3947767, AMT_PRD_USED, 180000, 3.1566, 126862
3947768, LBS_PRD_USED, 4.594, 4.594, 126863
3947768, AMT_PRD_USED, 180000, 69.2074, 126863
3947770, LBS_PRD_USED, .2186, .2186, 126864
3947770, AMT_PRD_USED, 180000, 3.1566, 126864
3947771, LBS_PRD_USED, 1.7946, 1.7946, 126865
3947771, AMT_PRD_USED, 180000, 25.0003, 126865
3947772, LBS_PRD_USED, 1.7946, 1.7946, 126866
3947772, AMT_PRD_USED, 180000, 25.0003, 126866
3947773, LBS_PRD_USED, 1.2531, 1.2531, 126867
3947773, AMT_PRD_USED, 180000, 21.0675, 126867
3947774, LBS_PRD_USED, 1.2531, 1.2531, 126868
3947774, AMT_PRD_USED, 180000, 21.0675, 126868
3947775, LBS_PRD_USED, 1.7946, 1.7946, 126869
3947775, AMT_PRD_USED, 180000, 25.0003, 126869
3947776, LBS_PRD_USED, 1.7946, 1.7946, 126870
3947776, AMT_PRD_USED, 180000, 25.0003, 126870
3947777, LBS_PRD_USED, 1.7946, 1.7946, 126871
3947777, AMT_PRD_USED, 180000, 25.0003, 126871
3947778, LBS_PRD_USED, 1.7946, 1.7946, 126872
3947778, AMT_PRD_USED, 180000, 25.0003, 126872
3947779, LBS_PRD_USED, 4.594, 4.594, 126873
3947779, AMT_PRD_USED, 180000, 69.2074, 126873
3947781, LBS_PRD_USED, .2186, .2186, 126874
3947781, AMT_PRD_USED, 180000, 3.1566, 126874
3947782, LBS_PRD_USED, .2186, .2186, 126875
3947782, AMT_PRD_USED, 180000, 3.1566, 126875
3947783, LBS_PRD_USED, 1.7946, 1.7946, 126876
3947783, AMT_PRD_USED, 180000, 25.0003, 126876
3947784, LBS_PRD_USED, 1.7946, 1.7946, 126877
3947784, AMT_PRD_USED, 180000, 25.0003, 126877
3947785, LBS_PRD_USED, 1.2531, 1.2531, 126878
3947785, AMT_PRD_USED, 180000, 21.0675, 126878
3947786, LBS_PRD_USED, 1.2531, 1.2531, 126879
3947786, AMT_PRD_USED, 180000, 21.0675, 126879
3947787, LBS_PRD_USED, 1.7946, 1.7946, 126880
3947787, AMT_PRD_USED, 180000, 25.0003, 126880
3947788, LBS_PRD_USED, 1.7946, 1.7946, 126881
3947788, AMT_PRD_USED, 180000, 25.0003, 126881
3947727, LBS_PRD_USED, 1.7946, 1.7946, 126828
3947727, AMT_PRD_USED, 180000, 25.0003, 126828
3947728, LBS_PRD_USED, 1.2531, 1.2531, 126829
3947728, AMT_PRD_USED, 180000, 21.0675, 126829
3947729, LBS_PRD_USED, 1.7946, 1.7946, 126830
3947729, AMT_PRD_USED, 180000, 25.0003, 126830
3947730, LBS_PRD_USED, 1.7946, 1.7946, 126831
3947730, AMT_PRD_USED, 180000, 25.0003, 126831
3947731, LBS_PRD_USED, 1.7946, 1.7946, 126832
3947731, AMT_PRD_USED, 180000, 25.0003, 126832
3947732, LBS_PRD_USED, 1.7946, 1.7946, 126833
3947732, AMT_PRD_USED, 180000, 25.0003, 126833
3947733, LBS_PRD_USED, 4.594, 4.594, 126834
3947733, AMT_PRD_USED, 180000, 69.2074, 126834
1135120, LBS_PRD_USED, .0143, .0143, 34022
1135120, AMT_PRD_USED, 8800, 6.5048, 34022
3947736, LBS_PRD_USED, .2186, .2186, 126835
3947736, AMT_PRD_USED, 180000, 3.1566, 126835
3947737, LBS_PRD_USED, 1.7946, 1.7946, 126836
3947737, AMT_PRD_USED, 180000, 25.0003, 126836
3947738, LBS_PRD_USED, 1.7946, 1.7946, 126837
3947738, AMT_PRD_USED, 180000, 25.0003, 126837
4030442, AMT_PRD_USED, 6, .059, 157388
4026227, ACRE_PLANTED, 1.7, 1.9, 155188
1135428, TOWNSHIP, 00, ?, 34035
1135428, RANGE, 00, ?, 34036
1135429, TOWNSHIP, 00, ?, 34038
1135429, RANGE, 00, ?, 34039
1239328, LBS_PRD_USED, .0001, .0001, 38416
1239328, AMT_PRD_USED, .26, .0001, 38416
3930827, LBS_PRD_USED, .0732, .0732, 123278
3930827, AMT_PRD_USED, 104, 1.1709, 123278
3930828, LBS_PRD_USED, .0722, .0722, 123279
3930828, AMT_PRD_USED, 104, 1.1555, 123279
839676, ACRE_TREATED, .12, 3.75, 26780
921699, ACRE_PLANTED, 811, 687.52, 29150
921700, ACRE_PLANTED, 811, 687.52, 29151
921701, ACRE_PLANTED, 811, 687.52, 29152
921702, ACRE_PLANTED, 811, 687.52, 29153
921703, ACRE_PLANTED, 811, 687.52, 29154
921704, ACRE_PLANTED, 811, 687.52, 29155
921705, ACRE_PLANTED, 811, 687.52, 29156
921706, ACRE_PLANTED, 811, 687.52, 29157
921707, ACRE_PLANTED, 811, 687.52, 29158
921708, ACRE_PLANTED, 811, 687.52, 29159
921709, ACRE_PLANTED, 811, 687.52, 29160
921710, ACRE_PLANTED, 811, 687.52, 29161
921711, ACRE_PLANTED, 811, 687.52, 29162
921712, ACRE_PLANTED, 811, 687.52, 29163
921713, ACRE_PLANTED, 811, 687.52, 29164
921714, ACRE_PLANTED, 811, 687.52, 29165
921739, ACRE_PLANTED, 811, 687.52, 29172
921740, ACRE_PLANTED, 811, 687.52, 29173
921741, ACRE_PLANTED, 811, 687.52, 29174
921742, ACRE_PLANTED, 811, 687.52, 29175
921743, ACRE_PLANTED, 811, 687.52, 29176
1083326, LBS_PRD_USED, 3.8708, 3.8708, 32639
1083326, AMT_PRD_USED, 2.57, .4075, 32639
839823, ACRE_TREATED, .22, 2, 26787
921754, ACRE_PLANTED, 811, 687.52, 29177
921755, ACRE_PLANTED, 811, 687.52, 29178
921756, ACRE_PLANTED, 811, 687.52, 29179
921757, ACRE_PLANTED, 811, 687.52, 29180
921758, ACRE_PLANTED, 811, 687.52, 29181
921759, ACRE_PLANTED, 811, 687.52, 29182
921760, ACRE_PLANTED, 811, 687.52, 29183
921761, ACRE_PLANTED, 811, 687.52, 29184
921762, ACRE_PLANTED, 811, 687.52, 29185
921763, ACRE_PLANTED, 811, 687.52, 29186
921764, ACRE_PLANTED, 811, 687.52, 29187
921765, ACRE_PLANTED, 811, 687.52, 29188
921766, ACRE_PLANTED, 811, 687.52, 29189
921767, ACRE_PLANTED, 811, 687.52, 29190
921768, ACRE_PLANTED, 811, 687.52, 29191
1076035, LBS_PRD_USED, .35, .35, 32503
1076035, AMT_PRD_USED, 22.4, 5.6, 32503
2655345, LBS_PRD_USED, 2.0184, 2.0184, 75624
2655345, AMT_PRD_USED, 112, 27.6965, 75624
3923634, LBS_PRD_USED, .3525, .3525, 122864
3923634, AMT_PRD_USED, 114, 5.6405, 122864
839403, ACRE_TREATED, .3, 7.5, 26776
3539342, LBS_PRD_USED, .0001, .0001, 101284
3539342, AMT_PRD_USED, 36, .0002, 101284
1077217, LBS_PRD_USED, .1925, .1925, 32552
1077217, AMT_PRD_USED, 32, .0875, 32552
1083429, SITE_CODE, 013001, -1, 32640
1083430, SITE_CODE, 013001, -1, 32641
1083431, SITE_CODE, 013001, -1, 32642
1083432, SITE_CODE, 013001, -1, 32643
1083433, SITE_CODE, 013001, -1, 32644
1083434, SITE_CODE, 013001, -1, 32645
1239815, ACRE_TREATED, 763, 651.5, 38426
1239815, ACRE_PLANTED, 763, 651.5, 38427
1239816, ACRE_TREATED, 763, 651.5, 38428
1239816, ACRE_PLANTED, 763, 651.5, 38429
2655428, LBS_PRD_USED, .3002, .3002, 75685
2655428, AMT_PRD_USED, 126, 4.2556, 75685
1168151, ACRE_PLANTED, 3, 10, 36241
1168152, ACRE_PLANTED, 3, 10, 36242
1168153, ACRE_PLANTED, 3, 10, 36243
1168154, ACRE_PLANTED, 58, 59.62, 36244
1168155, ACRE_PLANTED, 58, 59.62, 36245
1168156, ACRE_PLANTED, 38.5, 39.4, 36246
1168157, ACRE_PLANTED, 38.5, 39.4, 36247
1168158, ACRE_PLANTED, 16.5, 17, 36248
1168159, ACRE_PLANTED, 16.5, 17, 36249
1168160, ACRE_PLANTED, 20.5, 21, 36250
1168161, ACRE_PLANTED, 20.5, 21, 36251
1168162, ACRE_PLANTED, 28.2, 29.69, 36253
1168163, ACRE_PLANTED, 40, 55, 36254
1168164, ACRE_PLANTED, 40, 55, 36255
1168165, ACRE_PLANTED, 58.8, 59.35, 36257
1168166, ACRE_PLANTED, 52, 57.01, 36259
1168167, ACRE_PLANTED, 14.2, 14.3, 36260
1168168, ACRE_PLANTED, 14.2, 14.3, 36261
1168169, ACRE_PLANTED, 53, 94, 36262
1168170, ACRE_PLANTED, 23.1, 24, 36263
1168216, ACRE_PLANTED, 51, 51.69, 36310
1168217, ACRE_PLANTED, 103.11, 103.47, 36311
1168218, ACRE_PLANTED, 52, 52.4, 36312
1168219, ACRE_PLANTED, 14.75, 24, 36313
1168220, ACRE_PLANTED, 14, 14.46, 36314
1168221, ACRE_PLANTED, 14, 14.2, 36315
1168222, ACRE_PLANTED, 16, 16.81, 36316
1168223, ACRE_PLANTED, 13, 13.97, 36317
1168224, ACRE_PLANTED, 8, 8.91, 36318
1168225, ACRE_PLANTED, 230, 365.94, 36319
1168226, ACRE_PLANTED, 103.11, 103.47, 36320
1168227, ACRE_PLANTED, 34, 34.2, 36321
1168228, ACRE_PLANTED, 51, 51.69, 36322
1168229, ACRE_PLANTED, 51, 51.69, 36323
1168230, ACRE_PLANTED, 51, 51.69, 36324
1168231, ACRE_PLANTED, 32, 32.5, 36325
1168232, ACRE_PLANTED, 32, 32.5, 36326
1168233, ACRE_PLANTED, 32, 32.5, 36327
1168234, ACRE_PLANTED, 32, 32.5, 36328
1168235, ACRE_PLANTED, 230, 277.96, 36329
1168236, ACRE_PLANTED, 103.11, 103.47, 36330
1168237, ACRE_PLANTED, 12.7, 13.4, 36331
1168238, ACRE_PLANTED, 12.7, 13.4, 36332
1168239, ACRE_PLANTED, 74.2, 78.59, 36333
1168240, ACRE_PLANTED, 74.2, 78.59, 36334
1168241, ACRE_PLANTED, 37.5, 39.53, 36335
1168242, ACRE_PLANTED, 37.5, 39.53, 36336
1168243, ACRE_PLANTED, 45, 45.1, 36337
1168244, ACRE_PLANTED, 37.5, 39.53, 36338
1168245, ACRE_PLANTED, 45, 45.1, 36339
1168246, ACRE_PLANTED, 45, 45.1, 36340
1168247, ACRE_PLANTED, 14.75, 24, 36341
1168248, ACRE_PLANTED, 14.75, 24, 36342
1168249, ACRE_PLANTED, 14.75, 24, 36343
1168250, ACRE_PLANTED, 14.75, 24, 36344
1168251, ACRE_PLANTED, 230, 365.94, 36345
1168252, ACRE_PLANTED, 51, 51.69, 36346
1168171, ACRE_PLANTED, 23.1, 24, 36264
1168172, ACRE_PLANTED, 75.2, 76, 36265
1168173, ACRE_PLANTED, 75.2, 76, 36266
1168174, ACRE_PLANTED, 49.9, 66, 36267
1168175, ACRE_PLANTED, 49.9, 66, 36268
1168176, ACRE_PLANTED, 5, 5.1, 36269
1168177, ACRE_PLANTED, 5, 5.1, 36270
1168178, ACRE_PLANTED, 76.5, 77, 36271
1168179, ACRE_PLANTED, 76.5, 77, 36272
1168180, ACRE_PLANTED, 45, 45.1, 36273
1168181, ACRE_PLANTED, 55, 55.3, 36274
1168182, ACRE_PLANTED, 75, 77.8, 36275
1168183, ACRE_PLANTED, 75, 77.8, 36276
1168184, ACRE_PLANTED, 75, 77.8, 36277
1168185, ACRE_PLANTED, 20, 20.2, 36278
1168186, ACRE_PLANTED, 30, 30.2, 36279
1168187, ACRE_PLANTED, 52, 52.4, 36280
1168188, ACRE_PLANTED, 14.75, 24, 36281
1168189, ACRE_PLANTED, 10, 10.2, 36282
1168190, ACRE_PLANTED, 14.75, 27.9, 36283
1168191, ACRE_PLANTED, 23, 23.5, 36284
1168192, ACRE_PLANTED, 20, 20.2, 36285
1168193, ACRE_PLANTED, 16.5, 17, 36286
1168194, ACRE_PLANTED, 20, 20.25, 36287
1168195, ACRE_PLANTED, 20, 20.25, 36288
1168196, ACRE_PLANTED, 16, 16.81, 36289
1168197, ACRE_PLANTED, 14, 14.2, 36290
1168198, ACRE_PLANTED, 14, 14.46, 36291
1168199, ACRE_PLANTED, 13, 13.97, 36292
1168200, ACRE_PLANTED, 8, 8.91, 36293
1168201, ACRE_PLANTED, 34, 34.2, 36294
1168202, ACRE_PLANTED, 55, 55.3, 36295
1168203, ACRE_PLANTED, 10, 10.2, 36296
1168204, ACRE_PLANTED, 23, 23.5, 36297
1168205, ACRE_PLANTED, 38, 38.19, 36298
1168143, ACRE_PLANTED, 56, 57, 36233
1168144, ACRE_PLANTED, 85, 88, 36234
1168145, ACRE_PLANTED, 10, 12, 36235
1168146, ACRE_PLANTED, 40, 55, 36236
1168147, ACRE_PLANTED, 40, 55, 36237
1168148, ACRE_PLANTED, 40, 55, 36238
1168149, ACRE_PLANTED, 40, 55, 36239
1168150, ACRE_PLANTED, 3, 10, 36240
1168206, ACRE_PLANTED, 37.5, 37.62, 36299
1168207, ACRE_PLANTED, 26, 37.24, 36300
1168208, ACRE_PLANTED, 14.75, 27.9, 36301
1168209, ACRE_PLANTED, 45, 45.1, 36302
1168210, ACRE_PLANTED, 30, 30.2, 36303
1168211, ACRE_PLANTED, 26, 37.24, 36304
1168212, ACRE_PLANTED, 33.5, 34, 36306
1168213, ACRE_PLANTED, 26, 37.24, 36307
1168214, ACRE_PLANTED, 26, 37.24, 36308
1168215, ACRE_PLANTED, 32, 32.5, 36309
921697, ACRE_PLANTED, 811, 687.52, 29148
921698, ACRE_PLANTED, 811, 687.52, 29149
1075310, LBS_PRD_USED, .6639, .6639, 32480
1075310, AMT_PRD_USED, 24, .0664, 32480
1076360, LBS_PRD_USED, 5.647, 5.647, 32532
1076360, AMT_PRD_USED, 32, .6277, 32532
1077234, LBS_PRD_USED, .0389, .0389, 32554
1077234, AMT_PRD_USED, 7.5, .5237, 32554
1088211, LBS_PRD_USED, 3.5294, 3.5294, 32767
1088211, AMT_PRD_USED, 50, .3923, 32767
1075403, LBS_PRD_USED, .0377, .0377, 32485
1075403, AMT_PRD_USED, 3.5, .5026, 32485
1078706, SITE_CODE, 013001, -1, 32577
1078707, SITE_CODE, 013001, -1, 32578
1087654, LBS_PRD_USED, 7.0588, 7.0588, 32750
1087654, AMT_PRD_USED, 100, .7846, 32750
1075487, LBS_PRD_USED, 4.0705, 4.0705, 32487
1075487, AMT_PRD_USED, 30, .4172, 32487
1075489, LBS_PRD_USED, 4.0705, 4.0705, 32488
1075489, AMT_PRD_USED, 30, .4172, 32488
1075526, LBS_PRD_USED, .0038, .0038, 32489
1075526, AMT_PRD_USED, 160, .0654, 32489
1084912, LBS_PRD_USED, 6, 6, 32668
1084912, AMT_PRD_USED, 24, 6, 32668
1084920, LBS_PRD_USED, 2.5, 2.5, 32669
1084920, AMT_PRD_USED, 10, 2.5, 32669
1084936, LBS_PRD_USED, .1916, .1916, 32670
1084936, AMT_PRD_USED, 8.5, .0203, 32670
1392264, LBS_PRD_USED, .1434, .1434, 43181
1392264, AMT_PRD_USED, 50, 2.3947, 43181
1228234, LBS_PRD_USED, .6389, .6389, 38251
1228234, AMT_PRD_USED, 4140, .6389, 38251
1228235, LBS_PRD_USED, 1.4008, 1.4008, 38252
1228235, AMT_PRD_USED, 9074.43, 1.4008, 38252
1228236, LBS_PRD_USED, 1.1111, 1.1111, 38253
1228236, AMT_PRD_USED, 7200, 1.1111, 38253
1228237, LBS_PRD_USED, 1.1111, 1.1111, 38254
1228237, AMT_PRD_USED, 7200, 1.1111, 38254
1228238, LBS_PRD_USED, 1.4166, 1.4166, 38255
1228238, AMT_PRD_USED, 9180, 1.4166, 38255
1081200, LBS_PRD_USED, .2406, .2406, 32612
1081200, AMT_PRD_USED, 16, .1094, 32612
1078737, LBS_PRD_USED, .0899, .0899, 32579
1078737, AMT_PRD_USED, 10, 1.3979, 32579
1804626, LBS_PRD_USED, 1.0278, 1.0278, 53740
1804626, AMT_PRD_USED, 6660, 16.4442, 53740
1804627, LBS_PRD_USED, .9722, .9722, 53741
1804627, AMT_PRD_USED, 6300, 15.5553, 53741
2103879, ACRE_TREATED, 750, 642.76, 60300
2103879, ACRE_PLANTED, 750, 642.76, 60301
2103880, ACRE_TREATED, 750, 642.76, 60302
2103880, ACRE_PLANTED, 750, 642.76, 60303
1078159, LBS_PRD_USED, .0899, .0899, 32569
1078159, AMT_PRD_USED, 10, 1.3979, 32569
1804756, LBS_PRD_USED, .2222, .2222, 53749
1804756, AMT_PRD_USED, 1440, 3.5555, 53749
1803731, LBS_PRD_USED, .6111, .6111, 53708
1803731, AMT_PRD_USED, 3960, 9.7776, 53708
1803732, LBS_PRD_USED, .9722, .9722, 53709
1803732, AMT_PRD_USED, 6300, 15.5553, 53709
1803733, LBS_PRD_USED, .5833, .5833, 53710
1803733, AMT_PRD_USED, 3780, 9.3332, 53710
1803734, LBS_PRD_USED, 1.1111, 1.1111, 53711
1803734, AMT_PRD_USED, 7200, 17.7775, 53711
2103847, ACRE_TREATED, 750, 642.76, 60295
2103847, ACRE_PLANTED, 750, 642.76, 60296
1392339, ACRE_TREATED, .22, 1.2, 43199
1081670, SITE_CODE, 013001, -1, 32616
1081671, SITE_CODE, 013001, -1, 32617
1081672, SITE_CODE, 013001, -1, 32618
1087067, LBS_PRD_USED, 7.0588, 7.0588, 32738
1087067, AMT_PRD_USED, 100, .7846, 32738
524845, LBS_PRD_USED, 2.0184, 2.0184, 19084
524845, AMT_PRD_USED, 112, 27.6965, 19084
524879, LBS_PRD_USED, 2.0184, 2.0184, 19086
524879, AMT_PRD_USED, 112, 27.6965, 19086
3931438, LBS_PRD_USED, 13.0682, 13.0682, 123367
3931438, AMT_PRD_USED, 30, 5.9277, 123367
3931446, LBS_PRD_USED, 6.5341, 6.5341, 123368
3931446, AMT_PRD_USED, 15, 2.9638, 123368
3931458, ACRE_TREATED, .57, 2.3, 123371
3931461, LBS_PRD_USED, .004, .004, 123372
3931461, AMT_PRD_USED, 12, .0534, 123372
3931464, LBS_PRD_USED, .0033, .0033, 123373
972880, LBS_PRD_USED, .0627, .0627, 30237
972880, AMT_PRD_USED, 50, 1.4692, 30237
3923769, LBS_PRD_USED, .0359, .0359, 122870
3923769, AMT_PRD_USED, 4, .4541, 122870
3923805, LBS_PRD_USED, 1.0503, 1.0503, 122871
3923805, AMT_PRD_USED, 260, 13.4464, 122871
963854, LBS_PRD_USED, 2.0626, 2.0626, 30131
963854, AMT_PRD_USED, 1.22, .2218, 30131
987100, UNIT_TREATED, S, A, 30793
3923417, LBS_PRD_USED, .0069, .0069, 122850
3923417, AMT_PRD_USED, 10, .1107, 122850
3923426, LBS_PRD_USED, .0185, .0185, 122853
3923426, AMT_PRD_USED, 8, .2346, 122853
3923444, ACRE_TREATED, .01, .33, 122854
877643, SITE_CODE, 099999, -1, 27953
963472, LBS_PRD_USED, 1.1091, 1.1091, 30129
963472, AMT_PRD_USED, .37, .1097, 30129
993251, ACRE_PLANTED, 965, 627.19, 30972
993303, ACRE_PLANTED, 965, 627.19, 30973
993643, LBS_PRD_USED, .0193, .0193, 30978
993643, AMT_PRD_USED, 12.5, .2576, 30978
3931167, ACRE_TREATED, .06, 10.12, 123334
926334, LBS_PRD_USED, 1.1245, 1.1245, 29355
926334, AMT_PRD_USED, 24, 1.1245, 29355
958160, UNIT_TREATED, P, ?, 30021
958161, UNIT_TREATED, P, ?, 30022
3924177, ACRE_TREATED, .03, .51, 122888
3931523, LBS_PRD_USED, .0013, .0013, 123378
3931523, AMT_PRD_USED, 6, .0178, 123378
3931526, ACRE_TREATED, .05, .48, 123379
3931529, LBS_PRD_USED, .0007, .0007, 123381
3931529, AMT_PRD_USED, 3, .0089, 123381
3931535, ACRE_TREATED, .42, 1.73, 123382
3931537, ACRE_TREATED, .01, 1.69, 123383
986501, SITE_CODE, 002009, -1, 30731
985858, SITE_CODE, 002009, -1, 30673
985874, ACRE_TREATED, .01, 19.97, 30674
877849, SITE_CODE, 099999, -1, 27955
961047, LBS_PRD_USED, .3937, .3937, 30120
961047, AMT_PRD_USED, .15, .0389, 30120
3930890, LBS_PRD_USED, .0689, .0689, 123290
3930890, AMT_PRD_USED, 104, 1.1027, 123290
3930892, LBS_PRD_USED, .0363, .0363, 123291
3930892, AMT_PRD_USED, 104, .5814, 123291
3930896, LBS_PRD_USED, .0633, .0633, 123293
3930896, AMT_PRD_USED, 180, .7259, 123293
3930897, LBS_PRD_USED, .0735, .0735, 123294
3930897, AMT_PRD_USED, 180, .843, 123294
3930898, LBS_PRD_USED, .0735, .0735, 123295
3930898, AMT_PRD_USED, 180, .843, 123295
3930899, LBS_PRD_USED, .0735, .0735, 123296
3930899, AMT_PRD_USED, 180, .843, 123296
3930900, LBS_PRD_USED, .0562, .0562, 123297
3930900, AMT_PRD_USED, 180, .644, 123297
3931176, ACRE_TREATED, .05, 10.12, 123336
3931177, LBS_PRD_USED, .006, .006, 123337
3931177, AMT_PRD_USED, 15, .0801, 123337
3931184, ACRE_TREATED, .29, 1.15, 123338
3931188, LBS_PRD_USED, .0047, .0047, 123339
3931188, AMT_PRD_USED, 15, .0623, 123339
3931230, ACRE_TREATED, .01, 1.69, 123340
3931233, ACRE_TREATED, .01, .96, 123342
3923864, LBS_PRD_USED, 1.8582, 1.8582, 122872
3923864, AMT_PRD_USED, 460, 23.7939, 122872
942561, LBS_PRD_USED, 1.0937, 1.0937, 29706
942561, AMT_PRD_USED, 185, 17.4986, 29706
3930938, LBS_PRD_USED, .0759, .0759, 123298
3930938, AMT_PRD_USED, 180, .8708, 123298
3930939, LBS_PRD_USED, .0759, .0759, 123299
3930939, AMT_PRD_USED, 180, .8708, 123299
3930940, LBS_PRD_USED, .1123, .1123, 123300
3930940, AMT_PRD_USED, 180, 1.2879, 123300
3930948, LBS_PRD_USED, .0414, .0414, 123307
3930948, AMT_PRD_USED, 64, .6616, 123307
3930949, LBS_PRD_USED, .0414, .0414, 123308
3930949, AMT_PRD_USED, 64, .6616, 123308
3931012, LBS_PRD_USED, .0007, .0007, 123321
3931012, AMT_PRD_USED, 3, .0089, 123321
3931236, LBS_PRD_USED, .0007, .0007, 123344
3931236, AMT_PRD_USED, 3, .0089, 123344
3931242, ACRE_TREATED, .01, 1.69, 123345
3931245, LBS_PRD_USED, .0007, .0007, 123347
3931245, AMT_PRD_USED, 3, .0089, 123347
3931253, LBS_PRD_USED, .0007, .0007, 123348
3931253, AMT_PRD_USED, 3, .0089, 123348
3924022, LBS_PRD_USED, .0321, .0321, 122875
3924022, AMT_PRD_USED, 40, .5142, 122875
3924024, LBS_PRD_USED, .0324, .0324, 122877
3924024, AMT_PRD_USED, 7.5, .4636, 122877
3924035, LBS_PRD_USED, .0074, .0074, 122880
3924035, AMT_PRD_USED, 344, .1185, 122880
3924036, LBS_PRD_USED, .0041, .0041, 122881
3924036, AMT_PRD_USED, 192, .0661, 122881
3924098, ACRE_TREATED, .75, 121960.89, 122884
3924103, ACRE_TREATED, .25, 56915.01, 122885
931792, GROWER_ID, 11181100416, 11221100416, 29412
924110, ACRE_TREATED, .01, .11, 29320
3930950, LBS_PRD_USED, .0414, .0414, 123309
3930950, AMT_PRD_USED, 64, .6616, 123309
3930955, LBS_PRD_USED, .023, .023, 123312
3930955, AMT_PRD_USED, 50, .3636, 123312
3930957, LBS_PRD_USED, .023, .023, 123314
3930957, AMT_PRD_USED, 50, .3636, 123314
3930961, ACRE_TREATED, .01, .48, 123316
3930963, LBS_PRD_USED, .0007, .0007, 123317
3930963, AMT_PRD_USED, 3, .0089, 123317
3931317, LBS_PRD_USED, .0127, .0127, 123351
3931317, AMT_PRD_USED, 21, .169, 123351
3931319, LBS_PRD_USED, .0027, .0027, 123352
3931319, AMT_PRD_USED, 6, .0356, 123352
3923640, LBS_PRD_USED, .226, .226, 122866
3923640, AMT_PRD_USED, 75, 3.6157, 122866
3923689, LBS_PRD_USED, .1627, .1627, 122868
3923689, AMT_PRD_USED, 54, 2.6033, 122868
3947789, LBS_PRD_USED, 1.7946, 1.7946, 126882
3947789, AMT_PRD_USED, 180000, 25.0003, 126882
3947790, LBS_PRD_USED, 1.2531, 1.2531, 126883
3947790, AMT_PRD_USED, 180000, 21.0675, 126883
3947791, LBS_PRD_USED, 1.7946, 1.7946, 126884
3947791, AMT_PRD_USED, 180000, 25.0003, 126884
3947792, LBS_PRD_USED, 1.7946, 1.7946, 126885
3947792, AMT_PRD_USED, 180000, 25.0003, 126885
3947793, LBS_PRD_USED, 1.7946, 1.7946, 126886
3947793, AMT_PRD_USED, 180000, 25.0003, 126886
3947794, LBS_PRD_USED, 1.7946, 1.7946, 126887
3947794, AMT_PRD_USED, 180000, 25.0003, 126887
3947795, LBS_PRD_USED, 4.594, 4.594, 126888
3947795, AMT_PRD_USED, 180000, 69.2074, 126888
3947798, LBS_PRD_USED, .2186, .2186, 126889
3947798, AMT_PRD_USED, 180000, 3.1566, 126889
3947799, LBS_PRD_USED, .2186, .2186, 126890
3947799, AMT_PRD_USED, 180000, 3.1566, 126890
3947800, LBS_PRD_USED, 1.7946, 1.7946, 126891
3930972, ACRE_TREATED, .01, .96, 123320
3931321, ACRE_TREATED, .01, .56, 123353
